craft	minecraft:birch_fence	3	3	minecraft:birch_planks*4,minecraft:stick*2
craft	minecraft:birch_fence_gate	1	3	minecraft:stick*4,minecraft:birch_planks*2
craft	minecraft:birch_hanging_sign	6	3	minecraft:iron_chain*2,minecraft:stripped_birch_log*6
craft	minecraft:birch_planks	4	2	#minecraft:birch_logs*1
craft	minecraft:birch_pressure_plate	1	2	minecraft:birch_planks*2
craft	minecraft:birch_shelf	6	3	minecraft:stripped_birch_log*6
craft	minecraft:birch_sign	3	3	minecraft:birch_planks*6,minecraft:stick*1
craft	minecraft:birch_slab	6	3	minecraft:birch_planks*3
craft	minecraft:birch_stairs	4	3	minecraft:birch_planks*6
craft	minecraft:birch_trapdoor	2	3	minecraft:birch_planks*6
craft	minecraft:birch_wood	3	2	minecraft:birch_log*4
craft	minecraft:black_banner	1	3	minecraft:black_wool*6,minecraft:stick*1
craft	minecraft:black_bed	1	2	minecraft:black_dye*1,minecraft:white_bed|minecraft:orange_bed|minecraft:magenta_bed|minecraft:light_blue_bed|minecraft:yellow_bed|minecraft:lime_bed|minecraft:pink_bed|minecraft:gray_bed|minecraft:light_gray_bed|minecraft:cyan_bed|minecraft:purple_bed|minecraft:blue_bed|minecraft:brown_bed|minecraft:green_bed|minecraft:red_bed*1
craft	minecraft:black_bed	1	3	minecraft:black_wool*3,#minecraft:planks*3
craft	minecraft:black_candle	1	2	minecraft:candle*1,minecraft:black_dye*1
craft	minecraft:black_carpet	1	2	minecraft:black_dye*1,minecraft:white_carpet|minecraft:orange_carpet|minecraft:magenta_carpet|minecraft:light_blue_carpet|minecraft:yellow_carpet|minecraft:lime_carpet|minecraft:pink_carpet|minecraft:gray_carpet|minecraft:light_gray_carpet|minecraft:cyan_carpet|minecraft:purple_carpet|minecraft:blue_carpet|minecraft:brown_carpet|minecraft:green_carpet|minecraft:red_carpet*1
craft	minecraft:black_carpet	3	2	minecraft:black_wool*2
craft	minecraft:black_concrete_powder	8	3	minecraft:black_dye*1,minecraft:sand*4,minecraft:gravel*4
craft	minecraft:black_dye	1	2	minecraft:ink_sac*1
craft	minecraft:black_dye	1	2	minecraft:wither_rose*1
craft	minecraft:black_harness	1	2	minecraft:black_dye*1,minecraft:white_harness|minecraft:orange_harness|minecraft:magenta_harness|minecraft:light_blue_harness|minecraft:yellow_harness|minecraft:lime_harness|minecraft:pink_harness|minecraft:gray_harness|minecraft:light_gray_harness|minecraft:cyan_harness|minecraft:purple_harness|minecraft:blue_harness|minecraft:brown_harness|minecraft:green_harness|minecraft:red_harness*1
craft	minecraft:black_harness	1	3	minecraft:leather*3,minecraft:glass*2,minecraft:black_wool*1
craft	minecraft:black_stained_glass	8	3	minecraft:glass*8,minecraft:black_dye*1
craft	minecraft:black_stained_glass_pane	16	3	minecraft:black_stained_glass*6
craft	minecraft:black_stained_glass_pane	8	3	minecraft:glass_pane*8,minecraft:black_dye*1
craft	minecraft:black_terracotta	8	3	minecraft:terracotta*8,minecraft:black_dye*1
craft	minecraft:black_wool	1	2	minecraft:black_dye*1,minecraft:white_wool|minecraft:orange_wool|minecraft:magenta_wool|minecraft:light_blue_wool|minecraft:yellow_wool|minecraft:lime_wool|minecraft:pink_wool|minecraft:gray_wool|minecraft:light_gray_wool|minecraft:cyan_wool|minecraft:purple_wool|minecraft:blue_wool|minecraft:brown_wool|minecraft:green_wool|minecraft:red_wool*1
craft	minecraft:blackstone_slab	6	3	minecraft:blackstone*3
craft	minecraft:blackstone_stairs	4	3	minecraft:blackstone*6
craft	minecraft:blackstone_wall	6	3	minecraft:blackstone*6
craft	minecraft:blast_furnace	1	3	minecraft:iron_ingot*5,minecraft:furnace*1,minecraft:smooth_stone*3
craft	minecraft:blaze_powder	2	2	minecraft:blaze_rod*1
craft	minecraft:blue_banner	1	3	minecraft:blue_wool*6,minecraft:stick*1
craft	minecraft:blue_bed	1	2	minecraft:blue_dye*1,minecraft:white_bed|minecraft:orange_bed|minecraft:magenta_bed|minecraft:light_blue_bed|minecraft:yellow_bed|minecraft:lime_bed|minecraft:pink_bed|minecraft:gray_bed|minecraft:light_gray_bed|minecraft:cyan_bed|minecraft:purple_bed|minecraft:brown_bed|minecraft:green_bed|minecraft:red_bed|minecraft:black_bed*1
craft	minecraft:blue_bed	1	3	minecraft:blue_wool*3,#minecraft:planks*3
craft	minecraft:blue_candle	1	2	minecraft:candle*1,minecraft:blue_dye*1
craft	minecraft:blue_carpet	1	2	minecraft:blue_dye*1,minecraft:white_carpet|minecraft:orange_carpet|minecraft:magenta_carpet|minecraft:light_blue_carpet|minecraft:yellow_carpet|minecraft:lime_carpet|minecraft:pink_carpet|minecraft:gray_carpet|minecraft:light_gray_carpet|minecraft:cyan_carpet|minecraft:purple_carpet|minecraft:brown_carpet|minecraft:green_carpet|minecraft:red_carpet|minecraft:black_carpet*1
craft	minecraft:blue_carpet	3	2	minecraft:blue_wool*2
craft	minecraft:blue_concrete_powder	8	3	minecraft:blue_dye*1,minecraft:sand*4,minecraft:gravel*4
craft	minecraft:blue_dye	1	2	minecraft:cornflower*1
craft	minecraft:blue_dye	1	2	minecraft:lapis_lazuli*1
craft	minecraft:blue_harness	1	2	minecraft:blue_dye*1,minecraft:white_harness|minecraft:orange_harness|minecraft:magenta_harness|minecraft:light_blue_harness|minecraft:yellow_harness|minecraft:lime_harness|minecraft:pink_harness|minecraft:gray_harness|minecraft:light_gray_harness|minecraft:cyan_harness|minecraft:purple_harness|minecraft:brown_harness|minecraft:green_harness|minecraft:red_harness|minecraft:black_harness*1
craft	minecraft:blue_harness	1	3	minecraft:leather*3,minecraft:glass*2,minecraft:blue_wool*1
craft	minecraft:blue_ice	1	3	minecraft:packed_ice*9
craft	minecraft:blue_stained_glass	8	3	minecraft:glass*8,minecraft:blue_dye*1
craft	minecraft:blue_stained_glass_pane	16	3	minecraft:blue_stained_glass*6
craft	minecraft:blue_stained_glass_pane	8	3	minecraft:glass_pane*8,minecraft:blue_dye*1
craft	minecraft:blue_terracotta	8	3	minecraft:terracotta*8,minecraft:blue_dye*1
craft	minecraft:blue_wool	1	2	minecraft:blue_dye*1,minecraft:white_wool|minecraft:orange_wool|minecraft:magenta_wool|minecraft:light_blue_wool|minecraft:yellow_wool|minecraft:lime_wool|minecraft:pink_wool|minecraft:gray_wool|minecraft:light_gray_wool|minecraft:cyan_wool|minecraft:purple_wool|minecraft:brown_wool|minecraft:green_wool|minecraft:red_wool|minecraft:black_wool*1
craft	minecraft:bolt_armor_trim_smithing_template	2	3	minecraft:diamond*7,minecraft:bolt_armor_trim_smithing_template*1,minecraft:copper_block|minecraft:waxed_copper_block*1
craft	minecraft:bone_block	1	3	minecraft:bone_meal*9
craft	minecraft:bone_meal	3	2	minecraft:bone*1
craft	minecraft:bone_meal	9	2	minecraft:bone_block*1
craft	minecraft:book	1	2	minecraft:paper*3,minecraft:leather*1
craft	minecraft:bookshelf	1	3	#minecraft:planks*6,minecraft:book*3
craft	minecraft:bordure_indented_banner_pattern	1	2	minecraft:paper*1,minecraft:vine*1
craft	minecraft:bow	1	3	minecraft:stick*3,minecraft:string*3
craft	minecraft:bowl	4	3	#minecraft:planks*3
craft	minecraft:bread	1	3	minecraft:wheat*3
craft	minecraft:brewing_stand	1	3	minecraft:blaze_rod*1,#minecraft:stone_crafting_materials*3
craft	minecraft:brick_slab	6	3	minecraft:bricks*3
craft	minecraft:brick_stairs	4	3	minecraft:bricks*6
craft	minecraft:brick_wall	6	3	minecraft:bricks*6
craft	minecraft:bricks	1	2	minecraft:brick*4
craft	minecraft:brown_banner	1	3	minecraft:brown_wool*6,minecraft:stick*1
craft	minecraft:brown_bed	1	2	minecraft:brown_dye*1,minecraft:white_bed|minecraft:orange_bed|minecraft:magenta_bed|minecraft:light_blue_bed|minecraft:yellow_bed|minecraft:lime_bed|minecraft:pink_bed|minecraft:gray_bed|minecraft:light_gray_bed|minecraft:cyan_bed|minecraft:purple_bed|minecraft:blue_bed|minecraft:green_bed|minecraft:red_bed|minecraft:black_bed*1
craft	minecraft:brown_bed	1	3	minecraft:brown_wool*3,#minecraft:planks*3
craft	minecraft:brown_candle	1	2	minecraft:candle*1,minecraft:brown_dye*1
craft	minecraft:brown_carpet	1	2	minecraft:brown_dye*1,minecraft:white_carpet|minecraft:orange_carpet|minecraft:magenta_carpet|minecraft:light_blue_carpet|minecraft:yellow_carpet|minecraft:lime_carpet|minecraft:pink_carpet|minecraft:gray_carpet|minecraft:light_gray_carpet|minecraft:cyan_carpet|minecraft:purple_carpet|minecraft:blue_carpet|minecraft:green_carpet|minecraft:red_carpet|minecraft:black_carpet*1
craft	minecraft:brown_carpet	3	2	minecraft:brown_wool*2
craft	minecraft:brown_concrete_powder	8	3	minecraft:brown_dye*1,minecraft:sand*4,minecraft:gravel*4
craft	minecraft:brown_dye	1	2	minecraft:cocoa_beans*1
craft	minecraft:brown_harness	1	2	minecraft:brown_dye*1,minecraft:white_harness|minecraft:orange_harness|minecraft:magenta_harness|minecraft:light_blue_harness|minecraft:yellow_harness|minecraft:lime_harness|minecraft:pink_harness|minecraft:gray_harness|minecraft:light_gray_harness|minecraft:cyan_harness|minecraft:purple_harness|minecraft:blue_harness|minecraft:green_harness|minecraft:red_harness|minecraft:black_harness*1
craft	minecraft:brown_harness	1	3	minecraft:leather*3,minecraft:glass*2,minecraft:brown_wool*1
craft	minecraft:brown_stained_glass	8	3	minecraft:glass*8,minecraft:brown_dye*1
craft	minecraft:brown_stained_glass_pane	16	3	minecraft:brown_stained_glass*6
craft	minecraft:brown_stained_glass_pane	8	3	minecraft:glass_pane*8,minecraft:brown_dye*1
craft	minecraft:brown_terracotta	8	3	minecraft:terracotta*8,minecraft:brown_dye*1
craft	minecraft:brown_wool	1	2	minecraft:brown_dye*1,minecraft:white_wool|minecraft:orange_wool|minecraft:magenta_wool|minecraft:light_blue_wool|minecraft:yellow_wool|minecraft:lime_wool|minecraft:pink_wool|minecraft:gray_wool|minecraft:light_gray_wool|minecraft:cyan_wool|minecraft:purple_wool|minecraft:blue_wool|minecraft:green_wool|minecraft:red_wool|minecraft:black_wool*1
craft	minecraft:brush	1	3	minecraft:feather*1,minecraft:copper_ingot*1,minecraft:stick*1
craft	minecraft:bucket	1	3	minecraft:iron_ingot*3
craft	minecraft:bundle	1	2	minecraft:string*1,minecraft:leather*1
craft	minecraft:cake	1	3	minecraft:milk_bucket*3,minecraft:sugar*2,#minecraft:eggs*1,minecraft:wheat*3
craft	minecraft:calibrated_sculk_sensor	1	3	minecraft:amethyst_shard*3,minecraft:sculk_sensor*1
craft	minecraft:campfire	1	3	minecraft:stick*3,#minecraft:coals*1,#minecraft:logs*3
craft	minecraft:candle	1	2	minecraft:string*1,minecraft:honeycomb*1
craft	minecraft:carrot_on_a_stick	1	2	minecraft:fishing_rod*1,minecraft:carrot*1
craft	minecraft:cartography_table	1	3	minecraft:paper*2,#minecraft:planks*4
craft	minecraft:cauldron	1	3	minecraft:iron_ingot*7
craft	minecraft:cherry_boat	1	3	minecraft:cherry_planks*5
craft	minecraft:cherry_button	1	2	minecraft:cherry_planks*1
craft	minecraft:cherry_chest_boat	1	2	minecraft:chest*1,minecraft:cherry_boat*1
craft	minecraft:cherry_door	3	3	minecraft:cherry_planks*6
craft	minecraft:cherry_fence	3	3	minecraft:cherry_planks*4,minecraft:stick*2
craft	minecraft:cherry_fence_gate	1	3	minecraft:stick*4,minecraft:cherry_planks*2
craft	minecraft:cherry_hanging_sign	6	3	minecraft:iron_chain*2,minecraft:stripped_cherry_log*6
craft	minecraft:cherry_planks	4	2	#minecraft:cherry_logs*1
craft	minecraft:cherry_pressure_plate	1	2	minecraft:cherry_planks*2
craft	minecraft:cherry_shelf	6	3	minecraft:stripped_cherry_log*6
craft	minecraft:cherry_sign	3	3	minecraft:cherry_planks*6,minecraft:stick*1
craft	minecraft:cherry_slab	6	3	minecraft:cherry_planks*3
craft	minecraft:cherry_stairs	4	3	minecraft:cherry_planks*6
craft	minecraft:cherry_trapdoor	2	3	minecraft:cherry_planks*6
craft	minecraft:cherry_wood	3	2	minecraft:cherry_log*4
craft	minecraft:chest	1	3	#minecraft:planks*8
craft	minecraft:chest_minecart	1	2	minecraft:chest*1,minecraft:minecart*1
craft	minecraft:chiseled_bookshelf	1	3	#minecraft:planks*6,#minecraft:wooden_slabs*3
craft	minecraft:chiseled_cinnabar	1	2	minecraft:cinnabar_slab*2
craft	minecraft:chiseled_copper	1	2	minecraft:cut_copper_slab*2
craft	minecraft:chiseled_deepslate	1	2	minecraft:cobbled_deepslate_slab*2
craft	minecraft:chiseled_nether_bricks	1	2	minecraft:nether_brick_slab*2
craft	minecraft:chiseled_polished_blackstone	1	2	minecraft:polished_blackstone_slab*2
craft	minecraft:chiseled_quartz_block	1	2	minecraft:quartz_slab*2
craft	minecraft:chiseled_red_sandstone	1	2	minecraft:red_sandstone_slab*2
craft	minecraft:chiseled_resin_bricks	1	2	minecraft:resin_brick_slab*2
craft	minecraft:chiseled_sandstone	1	2	minecraft:sandstone_slab*2
craft	minecraft:chiseled_stone_bricks	1	2	minecraft:stone_brick_slab*2
craft	minecraft:chiseled_sulfur	1	2	minecraft:sulfur_slab*2
craft	minecraft:chiseled_tuff	1	2	minecraft:tuff_slab*2
craft	minecraft:chiseled_tuff_bricks	1	2	minecraft:tuff_brick_slab*2
craft	minecraft:cinnabar_brick_slab	6	3	minecraft:cinnabar_bricks*3
craft	minecraft:cinnabar_brick_stairs	4	3	minecraft:cinnabar_bricks*6
craft	minecraft:cinnabar_brick_wall	6	3	minecraft:cinnabar_bricks*6
craft	minecraft:cinnabar_bricks	4	2	minecraft:polished_cinnabar*4
craft	minecraft:cinnabar_slab	6	3	minecraft:cinnabar*3
craft	minecraft:cinnabar_stairs	4	3	minecraft:cinnabar*6
craft	minecraft:cinnabar_wall	6	3	minecraft:cinnabar*6
craft	minecraft:clay	1	2	minecraft:clay_ball*4
craft	minecraft:clock	1	3	minecraft:gold_ingot*4,minecraft:redstone*1
craft	minecraft:coal	9	2	minecraft:coal_block*1
craft	minecraft:coal_block	1	3	minecraft:coal*9
craft	minecraft:coarse_dirt	4	2	minecraft:dirt*2,minecraft:gravel*2
craft	minecraft:coast_armor_trim_smithing_template	2	3	minecraft:diamond*7,minecraft:coast_armor_trim_smithing_template*1,minecraft:cobblestone*1
craft	minecraft:cobbled_deepslate_slab	6	3	minecraft:cobbled_deepslate*3
craft	minecraft:cobbled_deepslate_stairs	4	3	minecraft:cobbled_deepslate*6
craft	minecraft:cobbled_deepslate_wall	6	3	minecraft:cobbled_deepslate*6
craft	minecraft:cobblestone_slab	6	3	minecraft:cobblestone*3
craft	minecraft:cobblestone_stairs	4	3	minecraft:cobblestone*6
craft	minecraft:cobblestone_wall	6	3	minecraft:cobblestone*6
craft	minecraft:comparator	1	3	minecraft:redstone_torch*3,minecraft:quartz*1,minecraft:stone*3
craft	minecraft:compass	1	3	minecraft:iron_ingot*4,minecraft:redstone*1
craft	minecraft:composter	1	3	#minecraft:wooden_slabs*7
craft	minecraft:conduit	1	3	minecraft:nautilus_shell*8,minecraft:heart_of_the_sea*1
craft	minecraft:cookie	8	3	minecraft:wheat*2,minecraft:cocoa_beans*1
craft	minecraft:copper_axe	1	3	#minecraft:copper_tool_materials*3,minecraft:stick*2
craft	minecraft:copper_bars	16	3	minecraft:copper_ingot*6
craft	minecraft:copper_block	1	3	minecraft:copper_ingot*9
craft	minecraft:copper_boots	1	3	minecraft:copper_ingot*4
craft	minecraft:copper_bulb	4	3	minecraft:copper_block*3,minecraft:blaze_rod*1,minecraft:redstone*1
craft	minecraft:copper_chain	1	3	minecraft:copper_nugget*2,minecraft:copper_ingot*1
craft	minecraft:copper_chest	1	3	minecraft:copper_ingot*8,minecraft:chest*1
craft	minecraft:copper_chestplate	1	3	minecraft:copper_ingot*8
craft	minecraft:copper_door	3	3	minecraft:copper_ingot*6
craft	minecraft:copper_grate	4	3	minecraft:copper_block*4
craft	minecraft:copper_helmet	1	3	minecraft:copper_ingot*5
craft	minecraft:copper_hoe	1	3	#minecraft:copper_tool_materials*2,minecraft:stick*2
craft	minecraft:copper_ingot	1	3	minecraft:copper_nugget*9
craft	minecraft:copper_ingot	9	2	minecraft:copper_block*1
craft	minecraft:copper_ingot	9	2	minecraft:waxed_copper_block*1
craft	minecraft:copper_lantern	1	3	minecraft:copper_nugget*8,minecraft:copper_torch*1
craft	minecraft:copper_leggings	1	3	minecraft:copper_ingot*7
craft	minecraft:copper_nugget	9	2	minecraft:copper_ingot*1
craft	minecraft:copper_pickaxe	1	3	#minecraft:copper_tool_materials*3,minecraft:stick*2
craft	minecraft:copper_shovel	1	3	#minecraft:copper_tool_materials*1,minecraft:stick*2
craft	minecraft:copper_spear	1	3	#minecraft:copper_tool_materials*1,minecraft:stick*2
craft	minecraft:copper_sword	1	3	#minecraft:copper_tool_materials*2,minecraft:stick*1
craft	minecraft:copper_torch	4	3	minecraft:copper_nugget*1,minecraft:coal|minecraft:charcoal*1,minecraft:stick*1
craft	minecraft:copper_trapdoor	1	2	minecraft:copper_ingot*4
craft	minecraft:crafter	1	3	minecraft:iron_ingot*5,minecraft:crafting_table*1,minecraft:redstone*2,minecraft:dropper*1
craft	minecraft:crafting_table	1	2	#minecraft:planks*4
craft	minecraft:creaking_heart	1	3	minecraft:pale_oak_log*2,minecraft:resin_block*1
craft	minecraft:creeper_banner_pattern	1	2	minecraft:paper*1,minecraft:creeper_head*1
craft	minecraft:crimson_button	1	2	minecraft:crimson_planks*1
craft	minecraft:crimson_door	3	3	minecraft:crimson_planks*6
craft	minecraft:crimson_fence	3	3	minecraft:crimson_planks*4,minecraft:stick*2
craft	minecraft:crimson_fence_gate	1	3	minecraft:stick*4,minecraft:crimson_planks*2
craft	minecraft:crimson_hanging_sign	6	3	minecraft:iron_chain*2,minecraft:stripped_crimson_stem*6
craft	minecraft:crimson_hyphae	3	2	minecraft:crimson_stem*4
craft	minecraft:crimson_planks	4	2	#minecraft:crimson_stems*1
craft	minecraft:crimson_pressure_plate	1	2	minecraft:crimson_planks*2
craft	minecraft:crimson_shelf	6	3	minecraft:stripped_crimson_stem*6
craft	minecraft:crimson_sign	3	3	minecraft:crimson_planks*6,minecraft:stick*1
craft	minecraft:crimson_slab	6	3	minecraft:crimson_planks*3
craft	minecraft:crimson_stairs	4	3	minecraft:crimson_planks*6
craft	minecraft:crimson_trapdoor	2	3	minecraft:crimson_planks*6
craft	minecraft:crossbow	1	3	minecraft:stick*3,minecraft:iron_ingot*1,minecraft:string*2,minecraft:tripwire_hook*1
craft	minecraft:cut_copper	4	2	minecraft:copper_block*4
craft	minecraft:cut_copper_slab	6	3	minecraft:cut_copper*3
craft	minecraft:cut_copper_stairs	4	3	minecraft:cut_copper*6
craft	minecraft:cut_red_sandstone	4	2	minecraft:red_sandstone*4
craft	minecraft:cut_red_sandstone_slab	6	3	minecraft:cut_red_sandstone*3
craft	minecraft:cut_sandstone	4	2	minecraft:sandstone*4
craft	minecraft:cut_sandstone_slab	6	3	minecraft:cut_sandstone*3
craft	minecraft:cyan_banner	1	3	minecraft:cyan_wool*6,minecraft:stick*1
craft	minecraft:cyan_bed	1	2	minecraft:cyan_dye*1,minecraft:white_bed|minecraft:orange_bed|minecraft:magenta_bed|minecraft:light_blue_bed|minecraft:yellow_bed|minecraft:lime_bed|minecraft:pink_bed|minecraft:gray_bed|minecraft:light_gray_bed|minecraft:purple_bed|minecraft:blue_bed|minecraft:brown_bed|minecraft:green_bed|minecraft:red_bed|minecraft:black_bed*1
craft	minecraft:cyan_bed	1	3	minecraft:cyan_wool*3,#minecraft:planks*3
craft	minecraft:cyan_candle	1	2	minecraft:candle*1,minecraft:cyan_dye*1
craft	minecraft:cyan_carpet	1	2	minecraft:cyan_dye*1,minecraft:white_carpet|minecraft:orange_carpet|minecraft:magenta_carpet|minecraft:light_blue_carpet|minecraft:yellow_carpet|minecraft:lime_carpet|minecraft:pink_carpet|minecraft:gray_carpet|minecraft:light_gray_carpet|minecraft:purple_carpet|minecraft:blue_carpet|minecraft:brown_carpet|minecraft:green_carpet|minecraft:red_carpet|minecraft:black_carpet*1
craft	minecraft:cyan_carpet	3	2	minecraft:cyan_wool*2
craft	minecraft:cyan_concrete_powder	8	3	minecraft:cyan_dye*1,minecraft:sand*4,minecraft:gravel*4
craft	minecraft:cyan_dye	2	2	minecraft:blue_dye*1,minecraft:green_dye*1
craft	minecraft:cyan_dye	2	2	minecraft:pitcher_plant*1
craft	minecraft:cyan_harness	1	2	minecraft:cyan_dye*1,minecraft:white_harness|minecraft:orange_harness|minecraft:magenta_harness|minecraft:light_blue_harness|minecraft:yellow_harness|minecraft:lime_harness|minecraft:pink_harness|minecraft:gray_harness|minecraft:light_gray_harness|minecraft:purple_harness|minecraft:blue_harness|minecraft:brown_harness|minecraft:green_harness|minecraft:red_harness|minecraft:black_harness*1
craft	minecraft:cyan_harness	1	3	minecraft:leather*3,minecraft:glass*2,minecraft:cyan_wool*1
craft	minecraft:cyan_stained_glass	8	3	minecraft:glass*8,minecraft:cyan_dye*1
craft	minecraft:cyan_stained_glass_pane	16	3	minecraft:cyan_stained_glass*6
craft	minecraft:cyan_stained_glass_pane	8	3	minecraft:glass_pane*8,minecraft:cyan_dye*1
craft	minecraft:cyan_terracotta	8	3	minecraft:terracotta*8,minecraft:cyan_dye*1
craft	minecraft:cyan_wool	1	2	minecraft:cyan_dye*1,minecraft:white_wool|minecraft:orange_wool|minecraft:magenta_wool|minecraft:light_blue_wool|minecraft:yellow_wool|minecraft:lime_wool|minecraft:pink_wool|minecraft:gray_wool|minecraft:light_gray_wool|minecraft:purple_wool|minecraft:blue_wool|minecraft:brown_wool|minecraft:green_wool|minecraft:red_wool|minecraft:black_wool*1
craft	minecraft:dark_oak_boat	1	3	minecraft:dark_oak_planks*5
craft	minecraft:dark_oak_button	1	2	minecraft:dark_oak_planks*1
craft	minecraft:dark_oak_chest_boat	1	2	minecraft:chest*1,minecraft:dark_oak_boat*1
craft	minecraft:dark_oak_door	3	3	minecraft:dark_oak_planks*6
craft	minecraft:dark_oak_fence	3	3	minecraft:dark_oak_planks*4,minecraft:stick*2
craft	minecraft:dark_oak_fence_gate	1	3	minecraft:stick*4,minecraft:dark_oak_planks*2
craft	minecraft:dark_oak_hanging_sign	6	3	minecraft:iron_chain*2,minecraft:stripped_dark_oak_log*6
craft	minecraft:dark_oak_planks	4	2	#minecraft:dark_oak_logs*1
craft	minecraft:dark_oak_pressure_plate	1	2	minecraft:dark_oak_planks*2
craft	minecraft:dark_oak_shelf	6	3	minecraft:stripped_dark_oak_log*6
craft	minecraft:dark_oak_sign	3	3	minecraft:dark_oak_planks*6,minecraft:stick*1
craft	minecraft:dark_oak_slab	6	3	minecraft:dark_oak_planks*3
craft	minecraft:dark_oak_stairs	4	3	minecraft:dark_oak_planks*6
craft	minecraft:dark_oak_trapdoor	2	3	minecraft:dark_oak_planks*6
craft	minecraft:dark_oak_wood	3	2	minecraft:dark_oak_log*4
craft	minecraft:dark_prismarine	1	3	minecraft:prismarine_shard*8,minecraft:black_dye*1
craft	minecraft:dark_prismarine_slab	6	3	minecraft:dark_prismarine*3
craft	minecraft:dark_prismarine_stairs	4	3	minecraft:dark_prismarine*6
craft	minecraft:daylight_detector	1	3	minecraft:glass*3,minecraft:quartz*3,#minecraft:wooden_slabs*3
craft	minecraft:decorated_pot	1	3	minecraft:brick*4
craft	minecraft:deepslate_brick_slab	6	3	minecraft:deepslate_bricks*3
craft	minecraft:deepslate_brick_stairs	4	3	minecraft:deepslate_bricks*6
craft	minecraft:deepslate_brick_wall	6	3	minecraft:deepslate_bricks*6
craft	minecraft:deepslate_bricks	4	2	minecraft:polished_deepslate*4
craft	minecraft:deepslate_tile_slab	6	3	minecraft:deepslate_tiles*3
