minecraft:flower_pot	minecraft:potted_acacia_sapling,minecraft:potted_allium,minecraft:potted_azalea_bush,minecraft:potted_azure_bluet,minecraft:potted_bamboo,minecraft:potted_birch_sapling,minecraft:potted_blue_orchid,minecraft:potted_brown_mushroom,minecraft:potted_cactus,minecraft:potted_cherry_sapling,minecraft:potted_closed_eyeblossom,minecraft:potted_cornflower,minecraft:potted_crimson_fungus,minecraft:potted_crimson_roots,minecraft:potted_dandelion,minecraft:potted_dark_oak_sapling,minecraft:potted_dead_bush,minecraft:potted_fern,minecraft:potted_flowering_azalea_bush,minecraft:potted_golden_dandelion,minecraft:potted_jungle_sapling,minecraft:potted_lily_of_the_valley,minecraft:potted_mangrove_propagule,minecraft:potted_oak_sapling,minecraft:potted_open_eyeblossom,minecraft:potted_orange_tulip,minecraft:potted_oxeye_daisy,minecraft:potted_pale_oak_sapling,minecraft:potted_pink_tulip,minecraft:potted_poppy,minecraft:potted_red_mushroom,minecraft:potted_red_tulip,minecraft:potted_spruce_sapling,minecraft:potted_torchflower,minecraft:potted_warped_fungus,minecraft:potted_warped_roots,minecraft:potted_white_tulip,minecraft:potted_wither_rose
minecraft:flowering_azalea	minecraft:flowering_azalea_leaves,minecraft:potted_flowering_azalea_bush
minecraft:glow_berries	minecraft:cave_vines,minecraft:cave_vines_plant
minecraft:glowstone_dust	minecraft:glowstone
minecraft:gold_nugget	minecraft:gilded_blackstone,minecraft:nether_gold_ore
minecraft:golden_dandelion	minecraft:potted_golden_dandelion
minecraft:gray_candle	minecraft:gray_candle_cake
minecraft:green_candle	minecraft:green_candle_cake
minecraft:jungle_sapling	minecraft:jungle_leaves,minecraft:potted_jungle_sapling
minecraft:kelp	minecraft:kelp_plant
minecraft:lapis_lazuli	minecraft:deepslate_lapis_ore,minecraft:lapis_ore
minecraft:light_blue_candle	minecraft:light_blue_candle_cake
minecraft:light_gray_candle	minecraft:light_gray_candle_cake
minecraft:lily_of_the_valley	minecraft:potted_lily_of_the_valley
minecraft:lime_candle	minecraft:lime_candle_cake
minecraft:magenta_candle	minecraft:magenta_candle_cake
minecraft:mangrove_propagule	minecraft:potted_mangrove_propagule
minecraft:melon_seeds	minecraft:attached_melon_stem,minecraft:melon_stem
minecraft:melon_slice	minecraft:melon
minecraft:netherrack	minecraft:crimson_nylium,minecraft:warped_nylium
minecraft:oak_sapling	minecraft:oak_leaves,minecraft:potted_oak_sapling
minecraft:obsidian	minecraft:ender_chest
minecraft:open_eyeblossom	minecraft:potted_open_eyeblossom
minecraft:orange_candle	minecraft:orange_candle_cake
minecraft:orange_tulip	minecraft:potted_orange_tulip
minecraft:oxeye_daisy	minecraft:potted_oxeye_daisy
minecraft:pale_oak_sapling	minecraft:pale_oak_leaves,minecraft:potted_pale_oak_sapling
minecraft:pink_candle	minecraft:pink_candle_cake
minecraft:pink_tulip	minecraft:potted_pink_tulip
minecraft:pitcher_plant	minecraft:pitcher_crop
minecraft:pitcher_pod	minecraft:pitcher_crop
minecraft:poisonous_potato	minecraft:potatoes
minecraft:poppy	minecraft:potted_poppy
minecraft:potato	minecraft:potatoes
minecraft:prismarine_crystals	minecraft:sea_lantern
minecraft:pumpkin_seeds	minecraft:attached_pumpkin_stem,minecraft:pumpkin_stem
minecraft:purple_candle	minecraft:purple_candle_cake
minecraft:quartz	minecraft:nether_quartz_ore
minecraft:raw_copper	minecraft:copper_ore,minecraft:deepslate_copper_ore
minecraft:raw_gold	minecraft:deepslate_gold_ore,minecraft:gold_ore
minecraft:raw_iron	minecraft:deepslate_iron_ore,minecraft:iron_ore
minecraft:red_candle	minecraft:red_candle_cake
minecraft:red_mushroom	minecraft:potted_red_mushroom,minecraft:red_mushroom_block
minecraft:red_tulip	minecraft:potted_red_tulip
minecraft:redstone	minecraft:deepslate_redstone_ore,minecraft:redstone_ore,minecraft:redstone_wire
minecraft:resin_clump	minecraft:creaking_heart
minecraft:seagrass	minecraft:tall_seagrass
minecraft:short_grass	minecraft:tall_grass
minecraft:snow_block	minecraft:snow
minecraft:snowball	minecraft:snow,minecraft:snow_block
minecraft:soul_soil	minecraft:soul_campfire
minecraft:spruce_sapling	minecraft:potted_spruce_sapling,minecraft:spruce_leaves
minecraft:stick	minecraft:acacia_leaves,minecraft:azalea_leaves,minecraft:birch_leaves,minecraft:cherry_leaves,minecraft:dark_oak_leaves,minecraft:dead_bush,minecraft:flowering_azalea_leaves,minecraft:jungle_leaves,minecraft:mangrove_leaves,minecraft:oak_leaves,minecraft:pale_oak_leaves,minecraft:spruce_leaves
minecraft:string	minecraft:cobweb,minecraft:tripwire
minecraft:sweet_berries	minecraft:sweet_berry_bush
minecraft:torchflower	minecraft:potted_torchflower
minecraft:torchflower_seeds	minecraft:torchflower_crop
minecraft:twisting_vines	minecraft:twisting_vines_plant
minecraft:warped_fungus	minecraft:potted_warped_fungus
minecraft:warped_roots	minecraft:potted_warped_roots
minecraft:weeping_vines	minecraft:weeping_vines_plant
minecraft:wheat_seeds	minecraft:fern,minecraft:large_fern,minecraft:short_grass,minecraft:tall_grass,minecraft:wheat
minecraft:white_candle	minecraft:white_candle_cake
minecraft:white_tulip	minecraft:potted_white_tulip
minecraft:wither_rose	minecraft:potted_wither_rose
minecraft:yellow_candle	minecraft:yellow_candle_cake
