minecraft:birch_sign	axe	none
minecraft:birch_slab	axe	none
minecraft:birch_stairs	axe	none
minecraft:birch_trapdoor	axe	none
minecraft:birch_wall_hanging_sign	axe	none
minecraft:birch_wall_sign	axe	none
minecraft:birch_wood	axe	none
minecraft:black_banner	axe	none
minecraft:black_concrete	pickaxe	none
minecraft:black_concrete_powder	shovel	none
minecraft:black_glazed_terracotta	pickaxe	none
minecraft:black_shulker_box	pickaxe	none
minecraft:black_terracotta	pickaxe	none
minecraft:black_wall_banner	axe	none
minecraft:blackstone	pickaxe	none
minecraft:blackstone_slab	pickaxe	none
minecraft:blackstone_stairs	pickaxe	none
minecraft:blackstone_wall	pickaxe	none
minecraft:blast_furnace	pickaxe	none
minecraft:blue_banner	axe	none
minecraft:blue_concrete	pickaxe	none
minecraft:blue_concrete_powder	shovel	none
minecraft:blue_glazed_terracotta	pickaxe	none
minecraft:blue_ice	pickaxe	none
minecraft:blue_shulker_box	pickaxe	none
minecraft:blue_terracotta	pickaxe	none
minecraft:blue_wall_banner	axe	none
minecraft:bone_block	pickaxe	none
minecraft:bookshelf	axe	none
minecraft:brain_coral_block	pickaxe	none
minecraft:brewing_stand	pickaxe	none
minecraft:brick_slab	pickaxe	none
minecraft:brick_stairs	pickaxe	none
minecraft:brick_wall	pickaxe	none
minecraft:bricks	pickaxe	none
minecraft:brown_banner	axe	none
minecraft:brown_concrete	pickaxe	none
minecraft:brown_concrete_powder	shovel	none
minecraft:brown_glazed_terracotta	pickaxe	none
minecraft:brown_mushroom_block	axe	none
minecraft:brown_shulker_box	pickaxe	none
minecraft:brown_terracotta	pickaxe	none
minecraft:brown_wall_banner	axe	none
minecraft:bubble_coral_block	pickaxe	none
minecraft:budding_amethyst	pickaxe	none
minecraft:bush	shears	none
minecraft:calcite	pickaxe	none
minecraft:calibrated_sculk_sensor	hoe	none
minecraft:campfire	axe	none
minecraft:cartography_table	axe	none
minecraft:carved_pumpkin	axe	none
minecraft:cauldron	pickaxe	none
minecraft:cherry_button	axe	none
minecraft:cherry_door	axe	none
minecraft:cherry_fence	axe	none
minecraft:cherry_fence_gate	axe	none
minecraft:cherry_hanging_sign	axe	none
minecraft:cherry_leaves	shears	none
minecraft:cherry_log	axe	none
minecraft:cherry_planks	axe	none
minecraft:cherry_pressure_plate	axe	none
minecraft:cherry_shelf	axe	none
minecraft:cherry_sign	axe	none
minecraft:cherry_slab	axe	none
minecraft:cherry_stairs	axe	none
minecraft:cherry_trapdoor	axe	none
minecraft:cherry_wall_hanging_sign	axe	none
minecraft:cherry_wall_sign	axe	none
minecraft:cherry_wood	axe	none
minecraft:chest	axe	none
minecraft:chipped_anvil	pickaxe	none
minecraft:chiseled_bookshelf	axe	none
minecraft:chiseled_cinnabar	pickaxe	none
minecraft:chiseled_copper	pickaxe	stone
minecraft:chiseled_deepslate	pickaxe	none
minecraft:chiseled_nether_bricks	pickaxe	none
minecraft:chiseled_polished_blackstone	pickaxe	none
minecraft:chiseled_quartz_block	pickaxe	none
minecraft:chiseled_red_sandstone	pickaxe	none
minecraft:chiseled_resin_bricks	pickaxe	none
minecraft:chiseled_sandstone	pickaxe	none
minecraft:chiseled_stone_bricks	pickaxe	none
minecraft:chiseled_sulfur	pickaxe	none
minecraft:chiseled_tuff	pickaxe	none
minecraft:chiseled_tuff_bricks	pickaxe	none
minecraft:chorus_flower	axe	none
minecraft:chorus_plant	axe	none
minecraft:cinnabar	pickaxe	none
minecraft:cinnabar_brick_slab	pickaxe	none
minecraft:cinnabar_brick_stairs	pickaxe	none
minecraft:cinnabar_brick_wall	pickaxe	none
minecraft:cinnabar_bricks	pickaxe	none
minecraft:cinnabar_slab	pickaxe	none
minecraft:cinnabar_stairs	pickaxe	none
minecraft:cinnabar_wall	pickaxe	none
minecraft:clay	shovel	none
minecraft:coal_block	pickaxe	none
minecraft:coal_ore	pickaxe	none
minecraft:coarse_dirt	shovel	none
minecraft:cobbled_deepslate	pickaxe	none
minecraft:cobbled_deepslate_slab	pickaxe	none
minecraft:cobbled_deepslate_stairs	pickaxe	none
minecraft:cobbled_deepslate_wall	pickaxe	none
minecraft:cobblestone	pickaxe	none
minecraft:cobblestone_slab	pickaxe	none
minecraft:cobblestone_stairs	pickaxe	none
minecraft:cobblestone_wall	pickaxe	none
minecraft:cobweb	shears	none
minecraft:cocoa	axe	none
minecraft:composter	axe	none
minecraft:conduit	pickaxe	none
minecraft:copper_bars	pickaxe	none
minecraft:copper_block	pickaxe	stone
minecraft:copper_bulb	pickaxe	stone
minecraft:copper_chain	pickaxe	none
minecraft:copper_chest	pickaxe	stone
minecraft:copper_door	pickaxe	none
minecraft:copper_golem_statue	pickaxe	none
minecraft:copper_grate	pickaxe	stone
minecraft:copper_lantern	pickaxe	none
minecraft:copper_ore	pickaxe	stone
minecraft:copper_trapdoor	pickaxe	stone
minecraft:cracked_deepslate_bricks	pickaxe	none
minecraft:cracked_deepslate_tiles	pickaxe	none
minecraft:cracked_nether_bricks	pickaxe	none
minecraft:cracked_polished_blackstone_bricks	pickaxe	none
minecraft:cracked_stone_bricks	pickaxe	none
minecraft:crafter	pickaxe	stone
minecraft:crafting_table	axe	none
minecraft:creaking_heart	axe	none
minecraft:crimson_button	axe	none
minecraft:crimson_door	axe	none
minecraft:crimson_fence	axe	none
minecraft:crimson_fence_gate	axe	none
minecraft:crimson_hanging_sign	axe	none
minecraft:crimson_hyphae	axe	none
minecraft:crimson_nylium	pickaxe	none
minecraft:crimson_planks	axe	none
minecraft:crimson_pressure_plate	axe	none
minecraft:crimson_shelf	axe	none
minecraft:crimson_sign	axe	none
minecraft:crimson_slab	axe	none
minecraft:crimson_stairs	axe	none
minecraft:crimson_stem	axe	none
minecraft:crimson_trapdoor	axe	none
minecraft:crimson_wall_hanging_sign	axe	none
minecraft:crimson_wall_sign	axe	none
minecraft:crying_obsidian	pickaxe	diamond
minecraft:cut_copper	pickaxe	stone
minecraft:cut_copper_slab	pickaxe	stone
minecraft:cut_copper_stairs	pickaxe	stone
minecraft:cut_red_sandstone	pickaxe	none
minecraft:cut_red_sandstone_slab	pickaxe	none
minecraft:cut_sandstone	pickaxe	none
minecraft:cut_sandstone_slab	pickaxe	none
minecraft:cyan_banner	axe	none
minecraft:cyan_concrete	pickaxe	none
minecraft:cyan_concrete_powder	shovel	none
minecraft:cyan_glazed_terracotta	pickaxe	none
minecraft:cyan_shulker_box	pickaxe	none
minecraft:cyan_terracotta	pickaxe	none
minecraft:cyan_wall_banner	axe	none
minecraft:damaged_anvil	pickaxe	none
minecraft:dark_oak_button	axe	none
minecraft:dark_oak_door	axe	none
minecraft:dark_oak_fence	axe	none
minecraft:dark_oak_fence_gate	axe	none
minecraft:dark_oak_hanging_sign	axe	none
minecraft:dark_oak_leaves	shears	none
minecraft:dark_oak_log	axe	none
minecraft:dark_oak_planks	axe	none
minecraft:dark_oak_pressure_plate	axe	none
minecraft:dark_oak_shelf	axe	none
minecraft:dark_oak_sign	axe	none
minecraft:dark_oak_slab	axe	none
minecraft:dark_oak_stairs	axe	none
minecraft:dark_oak_trapdoor	axe	none
minecraft:dark_oak_wall_hanging_sign	axe	none
minecraft:dark_oak_wall_sign	axe	none
minecraft:dark_oak_wood	axe	none
minecraft:dark_prismarine	pickaxe	none
minecraft:dark_prismarine_slab	pickaxe	none
minecraft:dark_prismarine_stairs	pickaxe	none
minecraft:daylight_detector	axe	none
minecraft:dead_brain_coral	pickaxe	none
minecraft:dead_brain_coral_block	pickaxe	none
minecraft:dead_brain_coral_fan	pickaxe	none
minecraft:dead_brain_coral_wall_fan	pickaxe	none
minecraft:dead_bubble_coral	pickaxe	none
minecraft:dead_bubble_coral_block	pickaxe	none
minecraft:dead_bubble_coral_fan	pickaxe	none
minecraft:dead_bubble_coral_wall_fan	pickaxe	none
minecraft:dead_bush	shears	none
minecraft:dead_fire_coral	pickaxe	none
minecraft:dead_fire_coral_block	pickaxe	none
minecraft:dead_fire_coral_fan	pickaxe	none
minecraft:dead_fire_coral_wall_fan	pickaxe	none
minecraft:dead_horn_coral	pickaxe	none
minecraft:dead_horn_coral_block	pickaxe	none
minecraft:dead_horn_coral_fan	pickaxe	none
minecraft:dead_horn_coral_wall_fan	pickaxe	none
minecraft:dead_tube_coral	pickaxe	none
minecraft:dead_tube_coral_block	pickaxe	none
minecraft:dead_tube_coral_fan	pickaxe	none
minecraft:dead_tube_coral_wall_fan	pickaxe	none
minecraft:deepslate	pickaxe	none
minecraft:deepslate_brick_slab	pickaxe	none
minecraft:deepslate_brick_stairs	pickaxe	none
minecraft:deepslate_brick_wall	pickaxe	none
minecraft:deepslate_bricks	pickaxe	none
minecraft:deepslate_coal_ore	pickaxe	none
minecraft:deepslate_copper_ore	pickaxe	stone
minecraft:deepslate_diamond_ore	pickaxe	iron
minecraft:deepslate_emerald_ore	pickaxe	iron
minecraft:deepslate_gold_ore	pickaxe	iron
minecraft:deepslate_iron_ore	pickaxe	stone
minecraft:deepslate_lapis_ore	pickaxe	stone
minecraft:deepslate_redstone_ore	pickaxe	iron
minecraft:deepslate_tile_slab	pickaxe	none
minecraft:deepslate_tile_stairs	pickaxe	none
minecraft:deepslate_tile_wall	pickaxe	none
minecraft:deepslate_tiles	pickaxe	none
minecraft:detector_rail	pickaxe	none
minecraft:diamond_block	pickaxe	iron
minecraft:diamond_ore	pickaxe	iron
minecraft:diorite	pickaxe	none
minecraft:diorite_slab	pickaxe	none
minecraft:diorite_stairs	pickaxe	none
minecraft:diorite_wall	pickaxe	none
minecraft:dirt	shovel	none
minecraft:dirt_path	shovel	none
minecraft:dispenser	pickaxe	none
minecraft:dried_kelp_block	hoe	none
minecraft:dripstone_block	pickaxe	none
minecraft:dropper	pickaxe	none
minecraft:emerald_block	pickaxe	iron
minecraft:emerald_ore	pickaxe	iron
minecraft:enchanting_table	pickaxe	none
minecraft:end_stone	pickaxe	none
minecraft:end_stone_brick_slab	pickaxe	none
minecraft:end_stone_brick_stairs	pickaxe	none
minecraft:end_stone_brick_wall	pickaxe	none
minecraft:end_stone_bricks	pickaxe	none
minecraft:ender_chest	pickaxe	none
minecraft:exposed_chiseled_copper	pickaxe	stone
minecraft:exposed_copper	pickaxe	stone
minecraft:exposed_copper_bars	pickaxe	none
minecraft:exposed_copper_bulb	pickaxe	stone
minecraft:exposed_copper_chain	pickaxe	none
minecraft:exposed_copper_chest	pickaxe	stone
minecraft:exposed_copper_door	pickaxe	none
minecraft:exposed_copper_golem_statue	pickaxe	none
minecraft:exposed_copper_grate	pickaxe	stone
minecraft:exposed_copper_lantern	pickaxe	none
minecraft:exposed_copper_trapdoor	pickaxe	stone
minecraft:exposed_cut_copper	pickaxe	stone
minecraft:exposed_cut_copper_slab	pickaxe	stone
minecraft:exposed_cut_copper_stairs	pickaxe	stone
minecraft:exposed_lightning_rod	pickaxe	stone
minecraft:farmland	shovel	none
minecraft:fern	shears	none
minecraft:fire_coral_block	pickaxe	none
minecraft:fletching_table	axe	none
minecraft:flowering_azalea_leaves	shears	none
minecraft:furnace	pickaxe	none
minecraft:gilded_blackstone	pickaxe	none
minecraft:glow_lichen	shears	none
minecraft:gold_block	pickaxe	iron
minecraft:gold_ore	pickaxe	iron
minecraft:granite	pickaxe	none
minecraft:granite_slab	pickaxe	none
minecraft:granite_stairs	pickaxe	none
minecraft:granite_wall	pickaxe	none
minecraft:grass_block	shovel	none
minecraft:gravel	shovel	none
minecraft:gray_banner	axe	none
minecraft:gray_concrete	pickaxe	none
minecraft:gray_concrete_powder	shovel	none
minecraft:gray_glazed_terracotta	pickaxe	none
minecraft:gray_shulker_box	pickaxe	none
minecraft:gray_terracotta	pickaxe	none
minecraft:gray_wall_banner	axe	none
minecraft:green_banner	axe	none
minecraft:green_concrete	pickaxe	none
minecraft:green_concrete_powder	shovel	none
minecraft:green_glazed_terracotta	pickaxe	none
minecraft:green_shulker_box	pickaxe	none
minecraft:green_terracotta	pickaxe	none
minecraft:green_wall_banner	axe	none
minecraft:grindstone	pickaxe	none
minecraft:hanging_roots	shears	none
minecraft:hay_block	hoe	none
minecraft:heavy_core	pickaxe	none
minecraft:heavy_weighted_pressure_plate	pickaxe	none
minecraft:hopper	pickaxe	none
minecraft:horn_coral_block	pickaxe	none
minecraft:ice	pickaxe	none
minecraft:infested_chiseled_stone_bricks	pickaxe	none
minecraft:infested_cobblestone	pickaxe	none
minecraft:infested_cracked_stone_bricks	pickaxe	none
minecraft:infested_deepslate	pickaxe	none
minecraft:infested_mossy_stone_bricks	pickaxe	none
minecraft:infested_stone	pickaxe	none
minecraft:infested_stone_bricks	pickaxe	none
minecraft:iron_bars	pickaxe	none
minecraft:iron_block	pickaxe	stone
minecraft:iron_chain	pickaxe	none
minecraft:iron_door	pickaxe	none
minecraft:iron_ore	pickaxe	stone
minecraft:iron_trapdoor	pickaxe	none
minecraft:jack_o_lantern	axe	none
minecraft:jukebox	axe	none
minecraft:jungle_button	axe	none
minecraft:jungle_door	axe	none
minecraft:jungle_fence	axe	none
minecraft:jungle_fence_gate	axe	none
minecraft:jungle_hanging_sign	axe	none
minecraft:jungle_leaves	shears	none
minecraft:jungle_log	axe	none
minecraft:jungle_planks	axe	none
minecraft:jungle_pressure_plate	axe	none
minecraft:jungle_shelf	axe	none
minecraft:jungle_sign	axe	none
minecraft:jungle_slab	axe	none
minecraft:jungle_stairs	axe	none
minecraft:jungle_trapdoor	axe	none
minecraft:jungle_wall_hanging_sign	axe	none
minecraft:jungle_wall_sign	axe	none
minecraft:jungle_wood	axe	none
minecraft:ladder	axe	none
minecraft:lantern	pickaxe	none
minecraft:lapis_block	pickaxe	stone
minecraft:lapis_ore	pickaxe	stone
minecraft:large_amethyst_bud	pickaxe	none
minecraft:large_fern	shears	none
minecraft:lava_cauldron	pickaxe	none
minecraft:lectern	axe	none
minecraft:light_blue_banner	axe	none
minecraft:light_blue_concrete	pickaxe	none
minecraft:light_blue_concrete_powder	shovel	none
minecraft:light_blue_glazed_terracotta	pickaxe	none
minecraft:light_blue_shulker_box	pickaxe	none
minecraft:light_blue_terracotta	pickaxe	none
minecraft:light_blue_wall_banner	axe	none
minecraft:light_gray_banner	axe	none
minecraft:light_gray_concrete	pickaxe	none
minecraft:light_gray_concrete_powder	shovel	none
minecraft:light_gray_glazed_terracotta	pickaxe	none
minecraft:light_gray_shulker_box	pickaxe	none
minecraft:light_gray_terracotta	pickaxe	none
minecraft:light_gray_wall_banner	axe	none
minecraft:light_weighted_pressure_plate	pickaxe	none
minecraft:lightning_rod	pickaxe	stone
minecraft:lime_banner	axe	none
minecraft:lime_concrete	pickaxe	none
minecraft:lime_concrete_powder	shovel	none
minecraft:lime_glazed_terracotta	pickaxe	none
minecraft:lime_shulker_box	pickaxe	none
minecraft:lime_terracotta	pickaxe	none
minecraft:lime_wall_banner	axe	none
minecraft:lodestone	pickaxe	none
minecraft:loom	axe	none
minecraft:magenta_banner	axe	none
minecraft:magenta_concrete	pickaxe	none
minecraft:magenta_concrete_powder	shovel	none
minecraft:magenta_glazed_terracotta	pickaxe	none
minecraft:magenta_shulker_box	pickaxe	none
minecraft:magenta_terracotta	pickaxe	none
minecraft:magenta_wall_banner	axe	none
minecraft:magma_block	pickaxe	none
minecraft:mangrove_button	axe	none
minecraft:mangrove_door	axe	none
minecraft:mangrove_fence	axe	none
minecraft:mangrove_fence_gate	axe	none
minecraft:mangrove_hanging_sign	axe	none
minecraft:mangrove_leaves	shears	none
minecraft:mangrove_log	axe	none
minecraft:mangrove_planks	axe	none
minecraft:mangrove_pressure_plate	axe	none
minecraft:mangrove_roots	axe	none
minecraft:mangrove_shelf	axe	none
minecraft:mangrove_sign	axe	none
minecraft:mangrove_slab	axe	none
minecraft:mangrove_stairs	axe	none
minecraft:mangrove_trapdoor	axe	none
minecraft:mangrove_wall_hanging_sign	axe	none
minecraft:mangrove_wall_sign	axe	none
minecraft:mangrove_wood	axe	none
minecraft:medium_amethyst_bud	pickaxe	none
minecraft:melon	axe	none
minecraft:moss_block	hoe	none
minecraft:moss_carpet	hoe	none
minecraft:mossy_cobblestone	pickaxe	none
minecraft:mossy_cobblestone_slab	pickaxe	none
minecraft:mossy_cobblestone_stairs	pickaxe	none
minecraft:mossy_cobblestone_wall	pickaxe	none
minecraft:mossy_stone_brick_slab	pickaxe	none
minecraft:mossy_stone_brick_stairs	pickaxe	none
minecraft:mossy_stone_brick_wall	pickaxe	none
minecraft:mossy_stone_bricks	pickaxe	none
minecraft:mud	shovel	none
minecraft:mud_brick_slab	pickaxe	none
minecraft:mud_brick_stairs	pickaxe	none
minecraft:mud_brick_wall	pickaxe	none
minecraft:mud_bricks	pickaxe	none
minecraft:muddy_mangrove_roots	shovel	none
minecraft:mushroom_stem	axe	none
minecraft:mycelium	shovel	none
minecraft:nether_brick_fence	pickaxe	none
minecraft:nether_brick_slab	pickaxe	none
minecraft:nether_brick_stairs	pickaxe	none
minecraft:nether_brick_wall	pickaxe	none
minecraft:nether_bricks	pickaxe	none
minecraft:nether_gold_ore	pickaxe	none
minecraft:nether_quartz_ore	pickaxe	none
minecraft:nether_sprouts	shears	none
minecraft:nether_wart_block	hoe	none
minecraft:netherite_block	pickaxe	diamond
minecraft:netherrack	pickaxe	none
minecraft:note_block	axe	none
minecraft:oak_button	axe	none
minecraft:oak_door	axe	none
minecraft:oak_fence	axe	none
minecraft:oak_fence_gate	axe	none
minecraft:oak_hanging_sign	axe	none
minecraft:oak_leaves	shears	none
minecraft:oak_log	axe	none
minecraft:oak_planks	axe	none
minecraft:oak_pressure_plate	axe	none
minecraft:oak_shelf	axe	none
minecraft:oak_sign	axe	none
minecraft:oak_slab	axe	none
minecraft:oak_stairs	axe	none
minecraft:oak_trapdoor	axe	none
minecraft:oak_wall_hanging_sign	axe	none
minecraft:oak_wall_sign	axe	none
minecraft:oak_wood	axe	none
minecraft:observer	pickaxe	none
minecraft:obsidian	pickaxe	diamond
minecraft:orange_banner	axe	none
minecraft:orange_concrete	pickaxe	none
minecraft:orange_concrete_powder	shovel	none
minecraft:orange_glazed_terracotta	pickaxe	none
minecraft:orange_shulker_box	pickaxe	none
minecraft:orange_terracotta	pickaxe	none
minecraft:orange_wall_banner	axe	none
minecraft:oxidized_chiseled_copper	pickaxe	stone
minecraft:oxidized_copper	pickaxe	stone
minecraft:oxidized_copper_bars	pickaxe	none
minecraft:oxidized_copper_bulb	pickaxe	stone
minecraft:oxidized_copper_chain	pickaxe	none
minecraft:oxidized_copper_chest	pickaxe	stone
minecraft:oxidized_copper_door	pickaxe	none
minecraft:oxidized_copper_golem_statue	pickaxe	none
minecraft:oxidized_copper_grate	pickaxe	stone
minecraft:oxidized_copper_lantern	pickaxe	none
minecraft:oxidized_copper_trapdoor	pickaxe	stone
minecraft:oxidized_cut_copper	pickaxe	stone
minecraft:oxidized_cut_copper_slab	pickaxe	stone
minecraft:oxidized_cut_copper_stairs	pickaxe	stone
minecraft:oxidized_lightning_rod	pickaxe	stone
minecraft:packed_ice	pickaxe	none
minecraft:packed_mud	pickaxe	none
minecraft:pale_hanging_moss	shears	none
minecraft:pale_moss_block	hoe	none
minecraft:pale_moss_carpet	hoe	none
minecraft:pale_oak_button	axe	none
minecraft:pale_oak_door	axe	none
minecraft:pale_oak_fence	axe	none
minecraft:pale_oak_fence_gate	axe	none
minecraft:pale_oak_hanging_sign	axe	none
minecraft:pale_oak_leaves	shears	none
minecraft:pale_oak_log	axe	none
minecraft:pale_oak_planks	axe	none
minecraft:pale_oak_pressure_plate	axe	none
minecraft:pale_oak_shelf	axe	none
minecraft:pale_oak_sign	axe	none
minecraft:pale_oak_slab	axe	none
minecraft:pale_oak_stairs	axe	none
minecraft:pale_oak_trapdoor	axe	none
minecraft:pale_oak_wall_hanging_sign	axe	none
minecraft:pale_oak_wall_sign	axe	none
minecraft:pale_oak_wood	axe	none
minecraft:petrified_oak_slab	pickaxe	none
minecraft:pink_banner	axe	none
minecraft:pink_concrete	pickaxe	none
minecraft:pink_concrete_powder	shovel	none
minecraft:pink_glazed_terracotta	pickaxe	none
minecraft:pink_shulker_box	pickaxe	none
minecraft:pink_terracotta	pickaxe	none
minecraft:pink_wall_banner	axe	none
minecraft:piston	pickaxe	none
minecraft:piston_head	pickaxe	none
minecraft:podzol	shovel	none
minecraft:pointed_dripstone	pickaxe	none
minecraft:polished_andesite	pickaxe	none
minecraft:polished_andesite_slab	pickaxe	none
minecraft:polished_andesite_stairs	pickaxe	none
minecraft:polished_basalt	pickaxe	none
minecraft:polished_blackstone	pickaxe	none
minecraft:polished_blackstone_brick_slab	pickaxe	none
minecraft:polished_blackstone_brick_stairs	pickaxe	none
minecraft:polished_blackstone_brick_wall	pickaxe	none
minecraft:polished_blackstone_bricks	pickaxe	none
minecraft:polished_blackstone_button	pickaxe	none
minecraft:polished_blackstone_pressure_plate	pickaxe	none
minecraft:polished_blackstone_slab	pickaxe	none
minecraft:polished_blackstone_stairs	pickaxe	none
minecraft:polished_blackstone_wall	pickaxe	none
minecraft:polished_cinnabar	pickaxe	none
minecraft:polished_cinnabar_slab	pickaxe	none
minecraft:polished_cinnabar_stairs	pickaxe	none
minecraft:polished_cinnabar_wall	pickaxe	none
minecraft:polished_deepslate	pickaxe	none
minecraft:polished_deepslate_slab	pickaxe	none
minecraft:polished_deepslate_stairs	pickaxe	none
minecraft:polished_deepslate_wall	pickaxe	none
minecraft:polished_diorite	pickaxe	none
minecraft:polished_diorite_slab	pickaxe	none
minecraft:polished_diorite_stairs	pickaxe	none
minecraft:polished_granite	pickaxe	none
minecraft:polished_granite_slab	pickaxe	none
minecraft:polished_granite_stairs	pickaxe	none
minecraft:polished_sulfur	pickaxe	none
minecraft:polished_sulfur_slab	pickaxe	none
minecraft:polished_sulfur_stairs	pickaxe	none
minecraft:polished_sulfur_wall	pickaxe	none
minecraft:polished_tuff	pickaxe	none
minecraft:polished_tuff_slab	pickaxe	none
minecraft:polished_tuff_stairs	pickaxe	none
minecraft:polished_tuff_wall	pickaxe	none
minecraft:potent_sulfur	pickaxe	none
minecraft:powder_snow_cauldron	pickaxe	none
minecraft:powered_rail	pickaxe	none
minecraft:prismarine	pickaxe	none
minecraft:prismarine_brick_slab	pickaxe	none
minecraft:prismarine_brick_stairs	pickaxe	none
minecraft:prismarine_bricks	pickaxe	none
minecraft:prismarine_slab	pickaxe	none
minecraft:prismarine_stairs	pickaxe	none
minecraft:prismarine_wall	pickaxe	none
minecraft:pumpkin	axe	none
minecraft:purple_banner	axe	none
minecraft:purple_concrete	pickaxe	none
minecraft:purple_concrete_powder	shovel	none
minecraft:purple_glazed_terracotta	pickaxe	none
minecraft:purple_shulker_box	pickaxe	none
minecraft:purple_terracotta	pickaxe	none
minecraft:purple_wall_banner	axe	none
minecraft:purpur_block	pickaxe	none
minecraft:purpur_pillar	pickaxe	none
minecraft:purpur_slab	pickaxe	none
minecraft:purpur_stairs	pickaxe	none
minecraft:quartz_block	pickaxe	none
minecraft:quartz_bricks	pickaxe	none
minecraft:quartz_pillar	pickaxe	none
minecraft:quartz_slab	pickaxe	none
minecraft:quartz_stairs	pickaxe	none
minecraft:rail	pickaxe	none
minecraft:raw_copper_block	pickaxe	stone
minecraft:raw_gold_block	pickaxe	iron
minecraft:raw_iron_block	pickaxe	stone
minecraft:red_banner	axe	none
minecraft:red_concrete	pickaxe	none
minecraft:red_concrete_powder	shovel	none
minecraft:red_glazed_terracotta	pickaxe	none
minecraft:red_mushroom_block	axe	none
minecraft:red_nether_brick_slab	pickaxe	none
minecraft:red_nether_brick_stairs	pickaxe	none
minecraft:red_nether_brick_wall	pickaxe	none
minecraft:red_nether_bricks	pickaxe	none
minecraft:red_sand	shovel	none
minecraft:red_sandstone	pickaxe	none
minecraft:red_sandstone_slab	pickaxe	none
minecraft:red_sandstone_stairs	pickaxe	none
minecraft:red_sandstone_wall	pickaxe	none
minecraft:red_shulker_box	pickaxe	none
minecraft:red_terracotta	pickaxe	none
minecraft:red_wall_banner	axe	none
minecraft:redstone_block	pickaxe	none
minecraft:redstone_ore	pickaxe	iron
minecraft:resin_brick_slab	pickaxe	none
minecraft:resin_brick_stairs	pickaxe	none
minecraft:resin_brick_wall	pickaxe	none
minecraft:resin_bricks	pickaxe	none
minecraft:respawn_anchor	pickaxe	diamond
minecraft:rooted_dirt	shovel	none
minecraft:sand	shovel	none
minecraft:sandstone	pickaxe	none
minecraft:sandstone_slab	pickaxe	none
minecraft:sandstone_stairs	pickaxe	none
minecraft:sandstone_wall	pickaxe	none
minecraft:sculk	hoe	none
minecraft:sculk_catalyst	hoe	none
minecraft:sculk_sensor	hoe	none
minecraft:sculk_shrieker	hoe	none
minecraft:sculk_vein	hoe	none
minecraft:seagrass	shears	none
minecraft:short_dry_grass	shears	none
minecraft:short_grass	shears	none
minecraft:shroomlight	hoe	none
minecraft:shulker_box	pickaxe	none
minecraft:small_amethyst_bud	pickaxe	none
minecraft:small_dripleaf	shears	none
minecraft:smithing_table	axe	none
minecraft:smoker	pickaxe	none
minecraft:smooth_basalt	pickaxe	none
minecraft:smooth_quartz	pickaxe	none
minecraft:smooth_quartz_slab	pickaxe	none
minecraft:smooth_quartz_stairs	pickaxe	none
minecraft:smooth_red_sandstone	pickaxe	none
minecraft:smooth_red_sandstone_slab	pickaxe	none
minecraft:smooth_red_sandstone_stairs	pickaxe	none
minecraft:smooth_sandstone	pickaxe	none
minecraft:smooth_sandstone_slab	pickaxe	none
